838334649	20190413	201904	2019	2019.2822	MYS	SELANGOR	MYS								IDN	INDONESIA	IDN								1	173	173	17	4	-5.0	2	1	2	-3.07692307692308	4	Padang Jawa, Aceh, Indonesia	ID	ID01	18585	4.3439	96.0338	10095239	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Padang Jawa, Aceh, Indonesia	ID	ID01	18585	4.3439	96.0338	10095239	20190414160000	https://www.malaymail.com/news/malaysia/2019/04/14/four-children-among-100-foreigners-detained-in-shah-alam/1743236
838334650	20190413	201904	2019	2019.2822	MYS	SELANGOR	MYS								IDN	INDONESIA	IDN								1	173	173	17	4	-5.0	2	1	2	-3.07692307692308	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Padang Jawa, Aceh, Indonesia	ID	ID01	18585	4.3439	96.0338	10095239	1	Pakistan	PK	PK		30	70	PK	20190414160000	https://www.malaymail.com/news/malaysia/2019/04/14/four-children-among-100-foreigners-detained-in-shah-alam/1743236
838334651	20190414	201904	2019	2019.2849											AFR	AFRICA	AFR								1	036	036	03	1	4.0	10	1	10	2.27272727272727	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20190414160000	https://thehill.com/homenews/administration/438814-ivanka-trump-visiting-africa-to-promote-womens-initiative
838334652	20190414	201904	2019	2019.2849											AUSJUD	AUSTRALIA	AUS					JUD			1	036	036	03	1	4.0	8	1	8	3.37078651685394	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20190414160000	https://www.express.co.uk/showbiz/tv-radio/1114165/strictly-come-dancing-judge-dame-darcey-bussell-anton-du-beke
838334653	20190414	201904	2019	2019.2849											BGD	BANGLADESH	BGD								1	190	190	19	4	-10.0	8	1	8	-4.54545454545455	0								4	Kafrul, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7833	90.3833	-2723342	4	Kafrul, Bangladesh (general), Bangladesh	BG	BG00	5778	23.7833	90.3833	-2723342	20190414160000	https://www.daily-sun.com/post/385266/2019/04/14/Garment-factory-catches-fire-in-citys-Kafrul-area
838334654	20190414	201904	2019	2019.2849											BGR	BULGARIA	BGR								0	043	043	04	1	2.8	1	1	1	0.50761421319797	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Balkans, Vidin, Bulgaria	BU	BU63	12099	44	23	-103646	20190414160000	http://www.bta.bg/en/c/DF/id/1993273
838334655	20190414	201904	2019	2019.2849											BGRGOV	TSVETAN TSVETANOV	BGR					GOV			0	057	057	05	1	8.0	10	1	10	0.50761421319797	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20190414160000	http://www.bta.bg/en/c/DF/id/1993273
838334656	20190414	201904	2019	2019.2849											BUS	COMPANY						BUS			0	014	014	01	1	0.0	3	1	3	0.47449584816133	0								3	Marks Village, Alabama, United States	US	USAL		33.544	-86.7247	122286	3	Marks Village, Alabama, United States	US	USAL		33.544	-86.7247	122286	20190414160000	https://www.blackpressusa.com/habd-announces-public-safety-measures-at-marks-village/
838334657	20190414	201904	2019	2019.2849											BUS	COMPANY						BUS			1	046	046	04	1	7.0	2	1	2	3.89105058365759	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20190414160000	http://www.wtol.com/2019/04/14/local-investor-group-purchases-ballreich-potato-chip-company/
838334658	20190414	201904	2019	2019.2849											BUS	LANDLORD						BUS			1	050	050	05	1	3.5	20	2	20	0.833333333333337	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20190414160000	https://mymagicgr.com/bed-bath-and-beyond-closing-40-stores-will-that-include-west-michigan-locations/
838334659	20190414	201904	2019	2019.2849											CHR	CHRISTIAN				CHR					1	010	010	01	1	0.0	3	1	3	-1.32275132275132	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20190414160000	https://www.cbsnews.com/news/pete-buttigieg-2020-democratic-candidate-indiana-rally-announcement-running-for-president-live-stream-2019-04-14/
838334660	20190414	201904	2019	2019.2849											COL	COLOMBIA	COL								0	046	046	04	1	7.0	10	1	10	-7.47663551401869	0								4	Cartagena, Bolír, Colombia	CO	CO35	13503	10.3997	-75.5144	-579943	4	Cartagena, Bolír, Colombia	CO	CO35	13503	10.3997	-75.5144	-579943	20190414160000	http://www.wynn1063.com/news/kelis-reportedly-going-to-trial-after-pleading-not-guilty-to-20-counts-of-violating-custody-deal-with-nas/
838334661	20190414	201904	2019	2019.2849											COP	POLICE						COP			0	020	020	02	1	3.0	2	1	2	-8.86426592797784	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20190414160000	https://menafn.com/1098387502/Hyderabad-Boyfriend-murders-techie-stuffs-body-in-suitcase-arrested
838334662	20190414	201904	2019	2019.2849											COP	DEPUTIES						COP			1	042	042	04	1	1.9	5	1	5	-7.18954248366013	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20190414160000	https://timesofsandiego.com/crime/2019/04/13/deputies-investigating-womans-shooting-death-in-vista-home/
838334663	20190414	201904	2019	2019.2849											COP	POLICE						COP			1	173	173	17	4	-5.0	5	1	5	-2.30769230769231	0								4	Humberside, United Kingdom (general), United Kingdom	UK	UK00	40123	53.75	-0.416667	-2599188	4	Humberside, United Kingdom (general), United Kingdom	UK	UK00	40123	53.75	-0.416667	-2599188	20190414160000	https://www.grimsbytelegraph.co.uk/news/grimsby-news/man-roof-police-heneage-road-2758645
838334664	20190414	201904	2019	2019.2849											COP	PRISON						COP			0	180	180	18	4	-9.0	10	2	10	0.17197035745423	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20190414160000	https://www.theguardian.com/commentisfree/2019/apr/14/good-friday-agreement-ireland-brexit-tony-blair-bertie-ahern
838334665	20190414	201904	2019	2019.2849											CVL	MIGRANT						CVL			1	030	030	03	1	4.0	12	2	12	-3.76956376956377	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20190414160000	http://news.trust.org/item/20190414152408-lwa9y
838334666	20190414	201904	2019	2019.2849											CVL	NEIGHBOURHOOD						CVL			0	043	043	04	1	2.8	4	1	4	-5.71225829341848	0								4	Abasan, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.3191	34.3401	-797123	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20190414160000	http://aljazeerah.info/News/2019/April/14%20n/Palestinian%20Child%20Killed,%20Hundreds%20Injured,%20Including%20Women%20and%20Children,%20by%20Israeli%20Occupation%20Soldiers,%20April%2014,%202019.htm
838334667	20190414	201904	2019	2019.2849											CVL	VOTER						CVL			0	051	051	05	1	3.4	5	1	5	0.89086859688196	0								4	Pontypool, Torfaen, United Kingdom	UK	UKZ2	40181	51.7011	-3.04444	-2605536	4	Pontypool, Torfaen, United Kingdom	UK	UKZ2	40181	51.7011	-3.04444	-2605536	20190414160000	https://www.express.co.uk/news/uk/1114172/brexit-news-latest-delay-extension-pontypool-today-party-poll-date-vote-deal-uk-eu
838334668	20190414	201904	2019	2019.2849											CVL	PEASANT						CVL			0	190	190	19	4	-10.0	2	1	2	-7.17241379310345	0								4	Bungoma, Western, Kenya	KE	KE09	18585	0.563504	34.5606	-2242668	4	Bungoma, Western, Kenya	KE	KE09	18585	0.563504	34.5606	-2242668	20190414160000	https://www.thenigerianvoice.com/news/277335/the-us-judge-had-no-reasons-for-dismissing-namibian-genocide.html
838334669	20190414	201904	2019	2019.2849											CVL	PEASANT						CVL			0	190	190	19	4	-10.0	8	1	8	-7.17241379310345	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20190414160000	https://www.thenigerianvoice.com/news/277335/the-us-judge-had-no-reasons-for-dismissing-namibian-genocide.html
838334670	20190414	201904	2019	2019.2849											CYP	CYPRIOT	CYP								1	114	114	11	3	-2.0	8	1	8	-1.16640746500778	0								4	Troodos, Limassol, Cyprus	CY	CY05	14810	34.9167	32.8333	-2738873	4	Troodos, Limassol, Cyprus	CY	CY05	14810	34.9167	32.8333	-2738873	20190414160000	https://cyprus-mail.com/2019/04/14/forget-the-co-op-debacle-lets-talk-about-the-rain/
838334671	20190414	201904	2019	2019.2849											DEU	FRANKFORT	DEU								1	020	020	02	1	3.0	2	1	2	-4.54545454545455	0								3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	20190414160000	https://patch.com/illinois/frankfort/car-submerged-pond-frankfort-driver-ok-reports
838334672	20190414	201904	2019	2019.2849											DEUCOP	FRANKFORT	DEU					COP			1	010	010	01	1	0.0	2	1	2	-4.54545454545455	0								3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	20190414160000	https://patch.com/illinois/frankfort/car-submerged-pond-frankfort-driver-ok-reports
838334673	20190414	201904	2019	2019.2849											DEUCOP	FRANKFORT	DEU					COP			1	020	020	02	1	3.0	2	1	2	-4.54545454545455	0								3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	3	Frankfort, Illinois, United States	US	USIL	IL197	41.4959	-87.8487	423589	20190414160000	https://patch.com/illinois/frankfort/car-submerged-pond-frankfort-driver-ok-reports
838334674	20190414	201904	2019	2019.2849											DEUMIL	GERMAN	DEU					MIL			1	190	190	19	4	-10.0	6	1	6	-0.37688442211055	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20190414160000	https://ravallirepublic.com/opinion/columnists/article_24e303dd-cc89-5195-a9e7-fa10a7203c40.html
838334675	20190414	201904	2019	2019.2849											ECU	ECUADOR	ECU								1	020	020	02	1	3.0	2	1	2	-7.2463768115942	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20190414160000	https://www.prisonplanet.com/ecuador-hacked-after-julian-assange-arrest.html
838334676	20190414	201904	2019	2019.2849											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	5	1	5	-2.5440313111546	0								3	Okaloosa County, Florida, United States	US	USFL		30.6874	-86.5625	306915	3	Okaloosa County, Florida, United States	US	USFL		30.6874	-86.5625	306915	20190414160000	https://www.nwfdailynews.com/news/20190414/editorial-focus-on-all-forms-of-school-safety
838334677	20190414	201904	2019	2019.2849											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	2	1	2	2.85714285714286	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20190414160000	https://www.sfgate.com/news/education/article/Groundbreaking-event-set-this-week-at-Kennesaw-13766508.php
838334678	20190414	201904	2019	2019.2849											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	10	1	10	-8.86426592797784	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20190414160000	https://menafn.com/1098387502/Hyderabad-Boyfriend-murders-techie-stuffs-body-in-suitcase-arrested
838334679	20190414	201904	2019	2019.2849											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	3	1	3	-5.71225829341848	0								4	Nablus, West Bank (general), West Bank	WE	WE00	32684	32.2199	35.2636	-795575	4	Nablus, West Bank (general), West Bank	WE	WE00	32684	32.2199	35.2636	-795575	20190414160000	http://aljazeerah.info/News/2019/April/14%20n/Palestinian%20Child%20Killed,%20Hundreds%20Injured,%20Including%20Women%20and%20Children,%20by%20Israeli%20Occupation%20Soldiers,%20April%2014,%202019.htm
838334680	20190414	201904	2019	2019.2849											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	2	1	2	-5.71225829341848	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Nablus, West Bank (general), West Bank	WE	WE00	32684	32.2199	35.2636	-795575	20190414160000	http://aljazeerah.info/News/2019/April/14%20n/Palestinian%20Child%20Killed,%20Hundreds%20Injured,%20Including%20Women%20and%20Children,%20by%20Israeli%20Occupation%20Soldiers,%20April%2014,%202019.htm
838334681	20190414	201904	2019	2019.2849											EDU	COLLEGE						EDU			1	042	042	04	1	1.9	5	1	5	-0.8130081300813	0								3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	20190414160000	https://www.axios.com/democratic-campaigns-2020-presidential-election-ivy-leagues-13396007-4e25-47b8-af45-ba90bc41854c.html
838334682	20190414	201904	2019	2019.2849											EDU	STUDENT						EDU			0	043	043	04	1	2.8	5	1	5	-2.5440313111546	0								3	Okaloosa County, Florida, United States	US	USFL		30.6874	-86.5625	306915	3	Okaloosa County, Florida, United States	US	USFL		30.6874	-86.5625	306915	20190414160000	https://www.nwfdailynews.com/news/20190414/editorial-focus-on-all-forms-of-school-safety
838334683	20190414	201904	2019	2019.2849											ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	10	1	10	2.5369978858351	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20190414160000	https://www.whio.com/news/national-govt--politics/ivanka-trump-promotes-women-empowerment-ethiopia/vmiR2dlB4NUpNutjZTkv8O/
838334684	20190414	201904	2019	2019.2849											EUR	EUROPEAN	EUR								0	042	042	04	1	1.9	10	1	10	0.59288537549407	0								1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20190414160000	https://112.international/ukraine-top-news/i-will-respect-any-choice-of-ukrainian-people-poroshenko-38828.html
838334685	20190414	201904	2019	2019.2849											EUR	EUROPE	EUR								1	043	043	04	1	2.8	4	1	4	-3.05232558139535	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20190414160000	https://www.express.co.uk/news/uk/1114144/brexit-news-latest-jon-snow-vote-deal-party-michael-morpurgo-poll-live-today-uk-eu
838334686	20190414	201904	2019	2019.2849											EUR	EUROPE	EUR								1	043	043	04	1	2.8	1	1	1	-3.05232558139535	0								1	France	FR	FR		46	2	FR	1	United Kingdom	UK	UK		54	-4	UK	20190414160000	https://www.express.co.uk/news/uk/1114144/brexit-news-latest-jon-snow-vote-deal-party-michael-morpurgo-poll-live-today-uk-eu
838334687	20190414	201904	2019	2019.2849											EUR	EUROPEAN	EUR								0	057	057	05	1	8.0	10	1	10	0.50761421319797	0								4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20190414160000	http://www.bta.bg/en/c/DF/id/1993273
838334688	20190414	201904	2019	2019.2849											EUR	EUROPE	EUR								0	060	060	06	2	6.0	10	1	10	-7.17241379310345	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20190414160000	https://www.thenigerianvoice.com/news/277335/the-us-judge-had-no-reasons-for-dismissing-namibian-genocide.html
838334689	20190414	201904	2019	2019.2849											EUR	EUROPE	EUR								1	130	130	13	3	-4.4	3	1	3	-1.69491525423728	0								4	Voorst, Limburg, Netherlands	NL	NL05	16552	51.1	6.03333	-2154996	4	Voorst, Limburg, Netherlands	NL	NL05	16552	51.1	6.03333	-2154996	20190414160000	https://www.care2.com/causes/wolves-are-back-in-the-netherlands-after-over-a-century.html
838334690	20190414	201904	2019	2019.2849											EUR	EUROPE	EUR								1	130	130	13	3	-4.4	2	1	2	-1.69491525423728	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20190414160000	https://www.care2.com/causes/wolves-are-back-in-the-netherlands-after-over-a-century.html
838334691	20190414	201904	2019	2019.2849											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	-3.13152400835073	0								4	Bishop Auckland, Durham, United Kingdom	UK	UKD8	40106	54.65	-1.66667	-2590009	4	Bishop Auckland, Durham, United Kingdom	UK	UKD8	40106	54.65	-1.66667	-2590009	20190414160000	https://www.express.co.uk/life-style/life/1114135/sisters-breast-cancer-julia-gailes-wendy-moffett
838334692	20190414	201904	2019	2019.2849											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	4	1	4	-0.64620355411955	0								4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	20190414160000	https://www.express.co.uk/news/uk/1114153/council-tax-bill-tv-stars-investigation
838334693	20190414	201904	2019	2019.2849											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	8	1	8	3.83351588170866	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Bahrain	BA	BA		26	50.5	BA	20190414160000	http://www.ttnworldwide.com/Article/292751/Great-Britain-rolls-out-the-red-carpet
838334694	20190414	201904	2019	2019.2849											GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	2	1	2	3.83351588170866	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Kuwait	KU	KU		29.5	47.75	KU	20190414160000	http://www.ttnworldwide.com/Article/292751/Great-Britain-rolls-out-the-red-carpet
838334695	20190414	201904	2019	2019.2849											GHA	GHANA	GHA								1	036	036	03	1	4.0	10	1	10	4.64135021097047	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20190414160000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Christians-mark-Palm-Sunday-today-738375
838334696	20190414	201904	2019	2019.2849											GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	6	1	6	-5.43478260869566	0								4	Aiud, Romania (general), Romania	RO	RO00	25020	46.3	23.7167	-1150859	4	Aiud, Romania (general), Romania	RO	RO00	25020	46.3	23.7167	-1150859	20190414160000	https://www.stiripesurse.ro/alde-s-tariceanu-asks-pnl-to-persuade-president-iohannis-to-sign-pg-s-repeal-from-office_1341954.html
838334697	20190414	201904	2019	2019.2849											GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	3	1	3	-5.36429143314651	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20190414160000	https://blogforarizona.net/white-nationalist-republicans-make-light-of-white-nationalist-extremism-in-america/
838334698	20190414	201904	2019	2019.2849											GOV	BUREAUCRAT						GOV			1	036	036	03	1	4.0	16	1	10	-0.64620355411955	0								4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	4	Paddington, Westminster, United Kingdom	UK	UKP5	40110	51.5207	-0.196524	-2604948	20190414160000	https://www.express.co.uk/news/uk/1114153/council-tax-bill-tv-stars-investigation
838334699	20190414	201904	2019	2019.2849											GOV	MINIST						GOV			1	043	043	04	1	2.8	10	1	10	-1.32013201320132	0								4	Repparfjord, Finnmark, Norway	NO	NO05	23201	70.45	24.2833	-275361	4	Repparfjord, Finnmark, Norway	NO	NO05	23201	70.45	24.2833	-275361	20190414160000	https://thebarentsobserver.com/en/industry-and-energy/2019/04/repparfjord-copper-mine
838334700	20190414	201904	2019	2019.2849											GOV	ADMINISTRATION						GOV			1	0874	087	08	2	10.0	5	1	5	-3.59281437125749	0								1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20190414160000	https://www.stiripesurse.ro/pro-romania-s-cretu-romania-s-development-blocked-currently-due-to-lack-of-capacity-in-public-administration_1341959.html
838334701	20190414	201904	2019	2019.2849											GOV	PRESIDENT						GOV			0	100	100	10	3	-5.0	18	3	18	0.17921146953405	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20190414160000	https://www.nbcphiladelphia.com/news/national-international/Mayor-Pete-Buttigieg-South-Bend-Announcement-508396281.html
838334702	20190414	201904	2019	2019.2849											GOV	ADMINISTRATION						GOV			1	114	114	11	3	-2.0	10	1	10	-16.6666666666667	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20190414160000	https://timesofindia.indiatimes.com/india/amarinder-protests-canada-dropping-references-to-sikh-extremism-from-terrorism-report/articleshow/68877248.cms
838334703	20190414	201904	2019	2019.2849											HLH	DOCTOR						HLH			0	040	040	04	1	1.0	10	1	10	2.26876090750436	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20190414160000	https://break.com/15-famous-actors-it-s-almost-impossible-to-recognize-in-a-role-XOZK.html
838334704	20190414	201904	2019	2019.2849											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	0	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20190414160000	https://www.cheatsheet.com/entertainment/teen-mom-2-star-jenelle-evans-undergoes-a-tubal-ligation.html
838334705	20190414	201904	2019	2019.2849											HLH	SURGEON						HLH			1	112	112	11	3	-2.0	6	1	6	-7.18562874251497	0								3	Staten Island, New York, United States	US	USNY		40.5834	-74.1496	1802959	3	Staten Island University Hospital, New York, United States	US	USNY		40.585	-74.086	2420549	20190414160000	https://www.silive.com/news/2019/04/report-former-si-surgeon-accused-of-sexual-harassment-departs-from-another-hospital.html
838334706	20190414	201904	2019	2019.2849											HLH	SURGEON						HLH			1	112	112	11	3	-2.0	4	1	4	-7.18562874251497	0								3	Staten Island University Hospital, New York, United States	US	USNY		40.585	-74.086	2420549	3	Staten Island University Hospital, New York, United States	US	USNY		40.585	-74.086	2420549	20190414160000	https://www.silive.com/news/2019/04/report-former-si-surgeon-accused-of-sexual-harassment-departs-from-another-hospital.html
838334707	20190414	201904	2019	2019.2849											IGOEUREEC	THE EU	EUR	EEC				IGO			0	139	139	13	3	-7.0	15	2	15	0.272304562627147	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20190414160000	https://www.theguardian.com/commentisfree/2019/apr/14/good-friday-agreement-ireland-brexit-tony-blair-bertie-ahern
